开始,结束,序号,手机,模式,客流量,总时长,实玩时长,总金额,备注,定额时长,暂停详情
2026-04-12 23:07,2026-04-13 03:03,1,135,先玩后付,3小时55分56秒,3小时55分56秒,43.6,,0.0,43.6,,--,无
2026-04-12 23:13,2026-04-13 03:04,2,806,单板不限,3小时50分34秒,3小时50分34秒,39.9,,0.0,39.9,,--,无
2026-04-12 23:48,2026-04-13 03:46,3,5431,单板不限,3小时58分4秒,3小时57分57秒,39.9,,0.0,39.9,,--,1. 03:46-03:46 (7秒)
2026-04-13 00:00,2026-04-13 04:13,4,844,先玩后付,4小时13分32秒,4小时13分31秒,45.6,,0.0,45.6,,--,1. 03:04-03:04 (1秒)
2026-04-13 03:04,2026-04-13 04:14,5,23421,全天畅玩,1小时10分33秒,1小时10分33秒,59.9,,0.0,59.9,,--,无
2026-04-13 04:51,2026-04-13 04:51,8,TEST001,定额,0秒,0秒,19.9,,0.0,19.9,Phase1 test remark 【加时】04:51 +30分钟 ¥5.45,--,1. 04:51-04:51 (0秒); 挂账等待 (0秒)
2026-04-13 04:14,2026-04-13 04:53,6,976168,先玩后付,38分34秒,31分50秒,29.9,,0.0,29.9,????-?API?? 【加时】04:46 +30分钟 ¥0.00,--,挂账等待 (6分44秒)
2026-04-13 05:44,2026-04-13 06:26,5,1234,团购,41分46秒,29分8秒,64.6,🎫 单人2小时特惠,17.9,46.7,【加时】05:45 +60分钟 ¥10.90 【加团购】05:45 🎫 单人2小时特惠 (未核销) ¥17.90,2小时,1. 05:46-05:59 挂账取消 (12分38秒)
2026-04-13 06:37,2026-04-13 06:37,11,222-1,先玩后付,12秒,12秒,10.9,,0.0,10.9,,--,无
2026-04-13 06:37,2026-04-13 06:37,12,222-2,先玩后付,12秒,12秒,10.9,,0.0,10.9,,--,无
2026-04-13 05:28,2026-04-13 06:45,1,dgdg,团购,1小时16分37秒,44分31秒,46.7,🎫 单人2小时特惠,17.9,28.8,【加时】05:29 +60分钟 ¥10.90 【加团购】05:28 🎫 单人2小时特惠 (已核销) ¥17.90 【加团购】05:29 🎫 单人2小时特惠 (未核销) ¥17.90,2小时,1. 05:29-06:01 挂账取消 (32分6秒)
2026-04-13 06:37,2026-04-13 07:26,9,999-2,定额,49分8秒,4分15秒,10.9,,0.0,10.9,,1小时,1. 06:41-07:26 挂账取消 (44分53秒)
2026-04-13 05:30,2026-04-13 07:28,2,jebb,定额,1小时57分40秒,1小时57分40秒,57.6,,35.8,21.8,【加时】05:30 +60分钟 ¥10.90 【加团购】05:30 🎫 单人2小时特惠 (已核销) ¥17.90 【加团购】05:57 🎫 单人2小时特惠 (已核销) ¥17.90,1小时,1. 06:30-06:30 (0秒)
2026-04-13 05:44,2026-04-13 07:38,4,3412,团购,1小时53分56秒,1小时53分56秒,44.0,🎫 双人全天畅玩,44.0,0.0,,--,无
2026-04-13 06:31,2026-04-13 07:39,7,2154,定额,1小时8分27秒,1小时8分27秒,57.6,,17.9,39.7,【加团购】07:38 🎫 单人2小时特惠 (已核销) ¥17.90 【加团购】07:38 🎫 单人2小时特惠 (未核销) ¥17.90 【加时】07:39 +60分钟 ¥10.90,1小时,无
2026-04-13 07:44,2026-04-13 07:45,15,123-2,团购,17秒,17秒,44.0,🎫 双人全天畅玩,0.0,44.0,,--,无
2026-04-13 07:44,2026-04-13 07:45,14,123-1,团购,17秒,17秒,44.0,🎫 双人全天畅玩,0.0,44.0,,--,无
2026-04-13 07:45,2026-04-13 07:45,16,3132-1,团购,10秒,10秒,44.0,🎫 双人全天畅玩,44.0,0.0,,--,无
2026-04-13 07:45,2026-04-13 07:45,17,3132-2,团购,10秒,10秒,44.0,🎫 双人全天畅玩,44.0,0.0,,--,无
2026-04-13 07:47,2026-04-13 07:47,19,213-2,先玩后付,14秒,14秒,10.9,,0.0,10.9,,--,无
2026-04-13 07:47,2026-04-13 07:47,18,213-1,先玩后付,14秒,4秒,10.9,,0.0,10.9,,--,挂账等待 (10秒)
2026-04-13 06:37,2026-04-13 07:53,8,999-1,定额,1小时16分51秒,1小时10分24秒,10.9,,0.0,10.9,,--,1. 07:47-07:53 挂账取消 (6分23秒); 挂账等待 (4秒)
